name,dept,area,count,adjustedcount,year
Adam Wierman,California Institute of Technology,sigmetrics,1.0,0.33333,2010
Adam Wierman,California Institute of Technology,sigmetrics,1.0,0.2,2011
Adam Wierman,California Institute of Technology,sigmetrics,1.0,0.125,2012
Adam Wierman,California Institute of Technology,sigmetrics,2.0,0.58333,2014
Adam Wierman,California Institute of Technology,sigmetrics,1.0,0.2,2015
Adam Wierman,California Institute of Technology,sigmetrics,1.0,0.2,2016
Adam Wierman,California Institute of Technology,sigmetrics,2.0,0.47619,2019
Adam Wierman,California Institute of Technology,sigmetrics,5.0,1.0333,2020
Adam Wierman,California Institute of Technology,sigmetrics,2.0,0.34286,2021
Adam Wierman,California Institute of Technology,sigmetrics,2.0,0.39286,2022
Adam Wierman,California Institute of Technology,sigmetrics,3.0,0.75,2023
Adarshpal S. Sethi,University of Delaware,sigcomm,2.0,0.66667,1988
Adel Said Elmaghraby,University of Louisville,hpdc,1.0,0.5,1996
Adil Ahmad,Arizona State University,asplos,1.0,0.25,2021
Adil Ahmad,Arizona State University,ccs,2.0,0.53333,2020
Adil Ahmad,Arizona State University,ndss,1.0,0.25,2018
Adil Ahmad,Arizona State University,ndss,1.0,0.16667,2019
Adil Ahmad,Arizona State University,ndss,1.0,0.16667,2021
Adil Ahmad,Arizona State University,oakland,1.0,0.33333,2022
Adil Ahmad,Arizona State University,osdi,1.0,0.25,2023
Aditya Akella,University of Texas at Austin,asplos,1.0,0.14286,2023
Aditya Akella,University of Texas at Austin,ccs,1.0,0.2,2015
Aditya Akella,University of Texas at Austin,eurosys,2.0,0.4,2022
Aditya Akella,University of Texas at Austin,imc,1.0,0.33333,2003
Aditya Akella,University of Texas at Austin,imc,2.0,0.36667,2004
Aditya Akella,University of Texas at Austin,imc,1.0,0.33333,2009
Aditya Akella,University of Texas at Austin,imc,1.0,0.33333,2010
Aditya Akella,University of Texas at Austin,imc,1.0,0.25,2011
Aditya Akella,University of Texas at Austin,imc,1.0,0.2,2012
Aditya Akella,University of Texas at Austin,imc,2.0,0.41667,2013
Aditya Akella,University of Texas at Austin,imc,1.0,0.2,2014
Aditya Akella,University of Texas at Austin,imc,2.0,0.53333,2015
Aditya Akella,University of Texas at Austin,mobicom,1.0,0.25,2005
Aditya Akella,University of Texas at Austin,mobicom,1.0,0.25,2011
Aditya Akella,University of Texas at Austin,mobicom,1.0,0.5,2013
Aditya Akella,University of Texas at Austin,nsdi,1.0,0.33333,2009
Aditya Akella,University of Texas at Austin,nsdi,2.0,0.325,2010
Aditya Akella,University of Texas at Austin,nsdi,2.0,0.32692,2012
Aditya Akella,University of Texas at Austin,nsdi,2.0,0.34286,2016
Aditya Akella,University of Texas at Austin,nsdi,1.0,0.14286,2018
Aditya Akella,University of Texas at Austin,nsdi,2.0,0.83333,2019
Aditya Akella,University of Texas at Austin,nsdi,4.0,0.84286,2020
Aditya Akella,University of Texas at Austin,nsdi,3.0,0.50397,2021
Aditya Akella,University of Texas at Austin,nsdi,3.0,0.59286,2023
Aditya Akella,University of Texas at Austin,osdi,1.0,0.125,2008
Aditya Akella,University of Texas at Austin,osdi,3.0,0.78333,2016
Aditya Akella,University of Texas at Austin,osdi,1.0,0.25,2018
Aditya Akella,University of Texas at Austin,osdi,1.0,0.2,2020
Aditya Akella,University of Texas at Austin,pldi,1.0,0.25,2020
Aditya Akella,University of Texas at Austin,popl,1.0,0.33333,2017
Aditya Akella,University of Texas at Austin,sigcomm,1.0,0.2,2002
Aditya Akella,University of Texas at Austin,sigcomm,1.0,0.2,2003
Aditya Akella,University of Texas at Austin,sigcomm,1.0,0.2,2004
Aditya Akella,University of Texas at Austin,sigcomm,1.0,0.2,2008
Aditya Akella,University of Texas at Austin,sigcomm,1.0,0.33333,2009
Aditya Akella,University of Texas at Austin,sigcomm,1.0,0.33333,2011
Aditya Akella,University of Texas at Austin,sigcomm,2.0,0.41667,2013
Aditya Akella,University of Texas at Austin,sigcomm,2.0,0.34286,2014
Aditya Akella,University of Texas at Austin,sigcomm,3.0,0.40952,2015
Aditya Akella,University of Texas at Austin,sigcomm,2.0,0.39286,2016
Aditya Akella,University of Texas at Austin,sigcomm,1.0,0.25,2017
Aditya Akella,University of Texas at Austin,sigcomm,1.0,0.066667,2020
Aditya Akella,University of Texas at Austin,sigcomm,1.0,0.1,2021
Aditya Akella,University of Texas at Austin,sigcomm,2.0,0.23611,2023
Aditya Akella,University of Texas at Austin,sigmetrics,2.0,0.41667,2009
Aditya Akella,University of Texas at Austin,sigmetrics,1.0,0.33333,2018
Aditya Akella,University of Texas at Austin,sigmetrics,1.0,0.14286,2023
Aditya Akella,University of Texas at Austin,sosp,1.0,0.25,2017
Aditya Akella,University of Texas at Austin,vldb,1.0,0.25,2018
Aditya Akella,University of Texas at Austin,vldb,1.0,0.16667,2023
Aditya G. Parameswaran,Univ. of California - Berkeley,icde,1.0,0.2,2012
Aditya G. Parameswaran,Univ. of California - Berkeley,icde,1.0,0.25,2014
Aditya G. Parameswaran,Univ. of California - Berkeley,icde,1.0,0.33333,2015
Aditya G. Parameswaran,Univ. of California - Berkeley,icde,1.0,0.33333,2016
Aditya G. Parameswaran,Univ. of California - Berkeley,icde,1.0,0.2,2018
Aditya G. Parameswaran,Univ. of California - Berkeley,icde,1.0,0.2,2021
Aditya G. Parameswaran,Univ. of California - Berkeley,icde,1.0,0.14286,2023
Aditya G. Parameswaran,Univ. of California - Berkeley,sigmod,1.0,0.25,2010
Aditya G. Parameswaran,Univ. of California - Berkeley,sigmod,2.0,0.5,2012
Aditya G. Parameswaran,Univ. of California - Berkeley,sigmod,1.0,0.25,2015
Aditya G. Parameswaran,Univ. of California - Berkeley,sigmod,1.0,0.33333,2016
Aditya G. Parameswaran,Univ. of California - Berkeley,sigmod,1.0,0.2,2017
Aditya G. Parameswaran,Univ. of California - Berkeley,sigmod,1.0,0.33333,2018
Aditya G. Parameswaran,Univ. of California - Berkeley,sigmod,1.0,0.2,2019
Aditya G. Parameswaran,Univ. of California - Berkeley,sigmod,2.0,0.36667,2020
Aditya G. Parameswaran,Univ. of California - Berkeley,sigmod,1.0,0.25,2021
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,1.0,0.33333,2010
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,2.0,0.45,2011
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,2.0,0.66667,2014
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,3.0,0.56667,2015
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,2.0,0.36667,2016
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,3.0,0.59286,2017
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,2.0,0.41667,2018
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,1.0,1.0,2019
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,1.0,0.1,2020
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,4.0,0.54329,2021
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,2.0,0.7,2022
Aditya G. Parameswaran,Univ. of California - Berkeley,vldb,1.0,0.25,2023
Aditya V. Thakur,Univ. of California - Davis,asplos,1.0,0.25,2016
Aditya V. Thakur,Univ. of California - Davis,fse,1.0,0.33333,2018
Aditya V. Thakur,Univ. of California - Davis,fse,1.0,0.25,2019
Aditya V. Thakur,Univ. of California - Davis,oopsla,1.0,0.25,2010
Aditya V. Thakur,Univ. of California - Davis,pldi,1.0,0.5,2021
Aditya V. Thakur,Univ. of California - Davis,pldi,1.0,0.25,2023
Aditya V. Thakur,Univ. of California - Davis,popl,1.0,0.33333,2020
Adnan Darwiche,Univ. of California - Los Angeles,pods,1.0,1.0,2020
Adnan Siraj Rakin,Binghamton University,dac,1.0,0.25,2018
Adnan Siraj Rakin,Binghamton University,dac,1.0,0.14286,2020
Adnan Siraj Rakin,Binghamton University,dac,1.0,0.16667,2021
Adnan Siraj Rakin,Binghamton University,oakland,1.0,0.25,2022
Adrian Sampson,Cornell University,asplos,1.0,0.25,2012
Adrian Sampson,Cornell University,asplos,1.0,0.2,2015
Adrian Sampson,Cornell University,asplos,2.0,0.45,2021
Adrian Sampson,Cornell University,asplos,1.0,0.25,2023
Adrian Sampson,Cornell University,hpca,1.0,0.14286,2015
Adrian Sampson,Cornell University,hpca,1.0,0.25,2022
Adrian Sampson,Cornell University,isca,1.0,0.25,2018
Adrian Sampson,Cornell University,micro,1.0,0.25,2012
Adrian Sampson,Cornell University,micro,1.0,0.25,2013
Adrian Sampson,Cornell University,micro,1.0,0.25,2021
Adrian Sampson,Cornell University,oopsla,1.0,0.25,2010
Adrian Sampson,Cornell University,oopsla,1.0,0.25,2015
Adrian Sampson,Cornell University,oopsla,1.0,0.33333,2017
Adrian Sampson,Cornell University,oopsla,1.0,0.16667,2020
Adrian Sampson,Cornell University,pldi,1.0,0.16667,2011
Adrian Sampson,Cornell University,pldi,1.0,0.16667,2014
Adrian Sampson,Cornell University,pldi,1.0,0.11111,2020
Adrian Sampson,Cornell University,pldi,1.0,0.2,2021
Adrian Sampson,Cornell University,pldi,1.0,0.33333,2023
Adrian Sandu,Virginia Tech,sc,1.0,0.25,2009
Adriana Iamnitchi,University of South Florida,hpdc,1.0,0.5,2005
Adriana Iamnitchi,University of South Florida,hpdc,1.0,0.33333,2006
Adriana Iamnitchi,University of South Florida,hpdc,1.0,0.5,2008
Adriana Iamnitchi,University of South Florida,mobicom,1.0,0.2,2013
Adriana Iamnitchi,University of South Florida,sc,1.0,0.076923,2002
Adriana Iamnitchi,University of South Florida,sc,1.0,0.16667,2006
Adriana Schulz,University of Washington,oopsla,1.0,0.11111,2021
Adriana Schulz,University of Washington,pldi,1.0,0.33333,2023
Aduri Pavan,Iowa State University,icde,1.0,0.5,2005
Aduri Pavan,Iowa State University,pods,1.0,0.25,2012
Aduri Pavan,Iowa State University,pods,1.0,0.25,2021
Aduri Pavan,Iowa State University,vldb,1.0,0.25,2013
Adwait Jog,University of Virginia,asplos,1.0,0.125,2013
Adwait Jog,University of Virginia,asplos,1.0,0.125,2018
Adwait Jog,University of Virginia,asplos,1.0,0.33333,2020
Adwait Jog,University of Virginia,dac,1.0,0.14286,2012
Adwait Jog,University of Virginia,hpca,1.0,0.11111,2017
Adwait Jog,University of Virginia,hpca,2.0,0.53333,2018
Adwait Jog,University of Virginia,hpca,1.0,0.33333,2020
Adwait Jog,University of Virginia,hpca,1.0,0.2,2021
Adwait Jog,University of Virginia,ics,1.0,0.25,2019
Adwait Jog,University of Virginia,icse,1.0,0.25,2021
Adwait Jog,University of Virginia,isca,1.0,0.14286,2013
Adwait Jog,University of Virginia,isca,1.0,0.11111,2015
Adwait Jog,University of Virginia,isca,1.0,0.125,2019
Adwait Jog,University of Virginia,isca,1.0,0.090909,2023
Adwait Jog,University of Virginia,micro,1.0,0.125,2014
Adwait Jog,University of Virginia,micro,1.0,0.11111,2016
Adwait Jog,University of Virginia,micro,2.0,0.45,2018
Adwait Jog,University of Virginia,sigmetrics,1.0,0.14286,2016
Adwait Jog,University of Virginia,sigmetrics,1.0,0.16667,2018
Adwait Jog,University of Virginia,sigmetrics,1.0,0.25,2021
Adwait Jog,University of Virginia,sigmetrics,1.0,0.33333,2023
Adwait Nadkarni,College of William and Mary,ccs,1.0,0.5,2013
Adwait Nadkarni,College of William and Mary,ccs,1.0,0.2,2022
Adwait Nadkarni,College of William and Mary,oakland,1.0,0.16667,2020
Adwait Nadkarni,College of William and Mary,oakland,1.0,0.16667,2022
Ahmed E. Hassan,Queen’s University,ase,1.0,0.5,2006
Ahmed E. Hassan,Queen’s University,ase,1.0,0.33333,2010
Ahmed E. Hassan,Queen’s University,ase,1.0,0.16667,2018
Ahmed E. Hassan,Queen’s University,ase,1.0,0.2,2019
Ahmed E. Hassan,Queen’s University,ase,2.0,0.30952,2021
Ahmed E. Hassan,Queen’s University,fse,1.0,0.2,2011
Ahmed E. Hassan,Queen’s University,fse,1.0,0.25,2012
Ahmed E. Hassan,Queen’s University,fse,1.0,0.25,2014
Ahmed E. Hassan,Queen’s University,fse,1.0,0.14286,2015
Ahmed E. Hassan,Queen’s University,fse,1.0,0.2,2016
Ahmed E. Hassan,Queen’s University,fse,1.0,0.16667,2020
Ahmed E. Hassan,Queen’s University,fse,2.0,0.26786,2022
Ahmed E. Hassan,Queen’s University,icse,1.0,0.5,2002
Ahmed E. Hassan,Queen’s University,icse,2.0,1.5,2009
Ahmed E. Hassan,Queen’s University,icse,1.0,0.33333,2010
Ahmed E. Hassan,Queen’s University,icse,1.0,0.2,2011
Ahmed E. Hassan,Queen’s University,icse,1.0,0.16667,2013
Ahmed E. Hassan,Queen’s University,icse,1.0,0.16667,2014
Ahmed E. Hassan,Queen’s University,icse,2.0,0.53333,2015
Ahmed E. Hassan,Queen’s University,icse,3.0,0.75,2016
Ahmed E. Hassan,Queen’s University,icse,1.0,0.16667,2021
Ahmed E. Hassan,Queen’s University,icse,1.0,0.25,2022
Ahmed E. Hassan,Queen’s University,icse,1.0,0.14286,2023
Ahmed El-Roby,Carleton University,sigmod,1.0,0.5,2015
Ahmed El-Roby,Carleton University,sigmod,1.0,0.5,2023
Ahmed El-Roby,Carleton University,vldb,1.0,0.2,2013
Ahmed El-Roby,Carleton University,vldb,1.0,0.33333,2021
Ahmed Eldawy,Univ. of California - Riverside,icde,1.0,0.25,2012
Ahmed Eldawy,Univ. of California - Riverside,icde,2.0,0.66667,2015
Ahmed Eldawy,Univ. of California - Riverside,icde,1.0,0.33333,2016
Ahmed Eldawy,Univ. of California - Riverside,icde,1.0,0.2,2021
Ahmed Eldawy,Univ. of California - Riverside,sigmod,1.0,0.14286,2013
Ahmed Eldawy,Univ. of California - Riverside,sigmod,1.0,0.33333,2023
Ahmed Eldawy,Univ. of California - Riverside,vldb,1.0,0.16667,2011
Ahmed Eldawy,Univ. of California - Riverside,vldb,1.0,0.33333,2014
Ahmed Eldawy,Univ. of California - Riverside,vldb,1.0,0.2,2016
Ahmed Eldawy,Univ. of California - Riverside,vldb,1.0,0.33333,2019
Ahmed Eldawy,Univ. of California - Riverside,vldb,1.0,0.25,2021
Ahmed Helmy,UNC - Charlotte,sensys,1.0,0.25,2004
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.33333,1986
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.5,1988
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.5,1990
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.33333,1991
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.33333,2002
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.2,2003
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.33333,2008
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.25,2015
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.11111,2018
Ahmed K. Elmagarmid,Purdue University,icde,1.0,0.1,2019
Ahmed K. Elmagarmid,Purdue University,sigmod,1.0,0.2,2004
Ahmed K. Elmagarmid,Purdue University,sigmod,1.0,0.25,2007
Ahmed K. Elmagarmid,Purdue University,sigmod,1.0,0.25,2010
Ahmed K. Elmagarmid,Purdue University,sigmod,1.0,0.33333,2011
Ahmed K. Elmagarmid,Purdue University,sigmod,2.0,0.47619,2013
Ahmed K. Elmagarmid,Purdue University,vldb,1.0,0.5,1989
Ahmed K. Elmagarmid,Purdue University,vldb,1.0,0.25,1990
Ahmed K. Elmagarmid,Purdue University,vldb,1.0,0.33333,2002
Ahmed K. Elmagarmid,Purdue University,vldb,2.0,0.58333,2003
Ahmed K. Elmagarmid,Purdue University,vldb,1.0,0.2,2009
Ahmed K. Elmagarmid,Purdue University,vldb,1.0,0.2,2010
Ahmed K. Elmagarmid,Purdue University,vldb,1.0,0.2,2011
Ahmed K. Elmagarmid,Purdue University,vldb,1.0,0.125,2017
Ahmed K. Elmagarmid,Purdue University,vldb,1.0,0.066667,2018
Ahmed K. Elmagarmid,Purdue University,vldb,1.0,0.16667,2021
Ahmed Karmouch,University of Ottawa,hpdc,1.0,0.5,1996
Ahmed Saeed 0001,Georgia Institute of Technology,mobisys,1.0,0.125,2021
Ahmed Saeed 0001,Georgia Institute of Technology,nsdi,1.0,0.14286,2019
Ahmed Saeed 0001,Georgia Institute of Technology,nsdi,1.0,0.2,2023
Ahmed Saeed 0001,Georgia Institute of Technology,osdi,1.0,0.16667,2020
Ahmed Saeed 0001,Georgia Institute of Technology,sigcomm,1.0,0.16667,2017
Ahmed Saeed 0001,Georgia Institute of Technology,sigcomm,1.0,0.090909,2020
Ahmed Saeed 0001,Georgia Institute of Technology,sigcomm,1.0,0.2,2021
Ahmet Erdem Sariyüce,University at Buffalo,vldb,1.0,0.2,2013
Ahmet Erdem Sariyüce,University at Buffalo,vldb,2.0,0.625,2016
Ahmet Erdem Sariyüce,University at Buffalo,vldb,1.0,0.33333,2018
Aidong Zhang,University of Virginia,icde,1.0,0.25,1998
Aidong Zhang,University of Virginia,mobisys,1.0,0.14286,2021
Aidong Zhang,University of Virginia,sensys,1.0,0.14286,2022
Aidong Zhang,University of Virginia,sigmod,1.0,0.25,1994
Aidong Zhang,University of Virginia,vldb,1.0,0.33333,1998
Aidong Zhang,University of Virginia,vldb,1.0,0.33333,2003
Aidong Zhang,University of Virginia,vldb,1.0,0.2,2014
Aiichiro Nakano,University of Southern California,sc,1.0,0.14286,2001
Aiichiro Nakano,University of Southern California,sc,1.0,0.1,2002
Aiichiro Nakano,University of Southern California,sc,1.0,0.14286,2006
Aiichiro Nakano,University of Southern California,sc,1.0,0.2,2013
Aiichiro Nakano,University of Southern California,sc,1.0,0.11111,2014
Aijun An,York University,icde,1.0,0.16667,2015
Aijun An,York University,vldb,1.0,0.5,2011
Aishwarya Ganesan,Univ. of Illinois at Urbana-Champaign,fast,1.0,0.25,2017
Aishwarya Ganesan,Univ. of Illinois at Urbana-Champaign,fast,1.0,0.14286,2018
Aishwarya Ganesan,Univ. of Illinois at Urbana-Champaign,fast,1.0,0.25,2020
Aishwarya Ganesan,Univ. of Illinois at Urbana-Champaign,mobicom,1.0,0.2,2014
Aishwarya Ganesan,Univ. of Illinois at Urbana-Champaign,osdi,1.0,0.16667,2016
Aishwarya Ganesan,Univ. of Illinois at Urbana-Champaign,osdi,1.0,0.2,2018
Aishwarya Ganesan,Univ. of Illinois at Urbana-Champaign,osdi,1.0,0.14286,2020
Aishwarya Ganesan,Univ. of Illinois at Urbana-Champaign,osdi,1.0,0.125,2022
Aishwarya Ganesan,Univ. of Illinois at Urbana-Champaign,sosp,1.0,0.25,2021
Akira Kawaguchi,CUNY,dac,1.0,0.2,1974
Akira Kawaguchi,CUNY,sigmod,1.0,0.2,1997
Akond Ashfaque Ur Rahman,Auburn University,icse,1.0,0.33333,2019
Akond Ashfaque Ur Rahman,Auburn University,icse,1.0,0.25,2020
Akramul Azim,Ontario Tech University,emsoft,1.0,0.33333,2010
Al Davis,University of Utah,asplos,1.0,0.33333,2009
Al Davis,University of Utah,asplos,1.0,0.16667,2010
Al Davis,University of Utah,hpca,1.0,0.083333,1999
Al Davis,University of Utah,hpca,1.0,0.25,2000
Al Davis,University of Utah,hpca,1.0,0.2,2012
Al Davis,University of Utah,hpca,1.0,0.25,2014
Al Davis,University of Utah,isca,1.0,0.1,2008
Al Davis,University of Utah,isca,1.0,0.16667,2010
Al Davis,University of Utah,isca,2.0,0.34286,2011
Al Davis,University of Utah,isca,1.0,0.2,2012
Al Davis,University of Utah,micro,1.0,0.5,1998
Al Davis,University of Utah,micro,1.0,0.14286,2012
Al Davis,University of Utah,micro,1.0,0.16667,2013
Al Davis,University of Utah,micro,1.0,0.14286,2016
Al Davis,University of Utah,sc,1.0,0.2,2009
Al Davis,University of Utah,sc,1.0,0.2,2019
Alaa R. Alameldeen,Simon Fraser University,asplos,1.0,0.1,2000
Alaa R. Alameldeen,Simon Fraser University,asplos,1.0,0.0625,2021
Alaa R. Alameldeen,Simon Fraser University,hpca,1.0,0.5,2003
Alaa R. Alameldeen,Simon Fraser University,hpca,1.0,0.5,2007
Alaa R. Alameldeen,Simon Fraser University,hpca,1.0,0.2,2013
Alaa R. Alameldeen,Simon Fraser University,hpca,2.0,0.34286,2014
Alaa R. Alameldeen,Simon Fraser University,isca,1.0,0.5,2004
Alaa R. Alameldeen,Simon Fraser University,isca,1.0,0.16667,2008
Alaa R. Alameldeen,Simon Fraser University,isca,1.0,0.16667,2010
Alaa R. Alameldeen,Simon Fraser University,isca,1.0,0.16667,2011
Alaa R. Alameldeen,Simon Fraser University,isca,1.0,0.33333,2016
Alaa R. Alameldeen,Simon Fraser University,isca,1.0,0.14286,2020
Alaa R. Alameldeen,Simon Fraser University,micro,1.0,0.2,2009
