name,dept,area,count,adjustedcount,year,country
Mahmut T. Kandemir,Pennsylvania State University,Computer architecture,1.0,0.16667,2019,us
Mahmut T. Kandemir,Pennsylvania State University,Computer architecture,2.0,0.375,2021,us
Mahmut T. Kandemir,Pennsylvania State University,Computer architecture,3.0,0.625,2022,us
Mahmut T. Kandemir,Pennsylvania State University,Computer networks,1.0,0.16667,2022,us
Mahmut T. Kandemir,Pennsylvania State University,Computer security,1.0,0.2,2019,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.16667,2003,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.25,2021,us
Mahmut T. Kandemir,Pennsylvania State University,Operating systems,1.0,0.090909,2018,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.25,2006,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.25,2007,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.16667,2010,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.2,2012,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.2,2015,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.2,2018,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.25,2019,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,2.0,0.34286,2021,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,1.0,2001,us
Mahmut T. Kandemir,Pennsylvania State University,Programming languages,1.0,0.33333,2006,us
Mahmut T. Kandemir,Pennsylvania State University,Embedded & real-time systems,1.0,0.25,2005,us
Mahmut T. Kandemir,Pennsylvania State University,High-performance computing,1.0,0.25,1997,us
Mahmut T. Kandemir,Pennsylvania State University,High-performance computing,2.0,0.5,2008,us
Mahmut T. Kandemir,Pennsylvania State University,High-performance computing,2.0,0.45,2009,us
Mahmut T. Kandemir,Pennsylvania State University,High-performance computing,1.0,0.25,2010,us
Mahmut T. Kandemir,Pennsylvania State University,High-performance computing,1.0,0.25,2011,us
Mahmut T. Kandemir,Pennsylvania State University,High-performance computing,1.0,0.25,2012,us
Mahmut T. Kandemir,Pennsylvania State University,High-performance computing,1.0,0.11111,2013,us
Mahmut T. Kandemir,Pennsylvania State University,High-performance computing,1.0,0.16667,2016,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,1.0,0.5,2007,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,1.0,0.5,2008,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,2.0,0.53333,2011,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,1.0,0.5,2013,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,2.0,0.66667,2014,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,1.0,0.25,2015,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,1.0,0.14286,2016,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,1.0,0.25,2017,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,2.0,0.36667,2018,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,1.0,0.2,2019,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,2.0,0.58333,2020,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,1.0,0.33333,2021,us
Mahmut T. Kandemir,Pennsylvania State University,Measurement & perf. analysis,3.0,0.78333,2022,us
Mahmut T. Kandemir,Pennsylvania State University,Databases,1.0,0.16667,2001,us
Maia L. Jacobs,Northwestern University,Software engineering,1.0,0.2,2020,us
Majid Ghaderi,University of Calgary,Mobile computing,1.0,0.2,2006,canada
Majid Ghaderi,University of Calgary,Computer security,1.0,0.11111,2021,canada
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,1.0,0.33333,1991,us
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,1.0,0.5,1993,us
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,2.0,0.66667,1995,us
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,1.0,0.5,1996,us
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,2.0,0.58333,2001,us
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,1.0,0.25,2003,us
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,1.0,0.33333,2004,us
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,2.0,0.83333,1997,us
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,1.0,0.25,2000,us
Majid Sarrafzadeh,Univ. of California - Los Angeles,Design automation,1.0,0.25,2004,us
Majid Zamani 0001,University of Colorado Boulder,Embedded & real-time systems,1.0,0.33333,2011,us
Majid Zamani 0001,University of Colorado Boulder,Embedded & real-time systems,1.0,0.33333,2012,us
Majid Zamani 0001,University of Colorado Boulder,Embedded & real-time systems,1.0,0.2,2014,us
Makan Fardad,Syracuse University,Design automation,1.0,0.14286,2021,us
Malte Schwarzkopf,Brown University,Operating systems,1.0,0.25,2013,us
Malte Schwarzkopf,Brown University,Operating systems,1.0,0.16667,2015,us
Malte Schwarzkopf,Brown University,Operating systems,1.0,0.16667,2019,us
Malte Schwarzkopf,Brown University,Computer networks,1.0,0.16667,2011,us
Malte Schwarzkopf,Brown University,Computer networks,1.0,0.14286,2015,us
Malte Schwarzkopf,Brown University,Computer networks,1.0,0.2,2023,us
Malte Schwarzkopf,Brown University,Operating systems,1.0,0.2,2016,us
Malte Schwarzkopf,Brown University,Operating systems,1.0,0.125,2018,us
Malte Schwarzkopf,Brown University,Operating systems,1.0,0.25,2020,us
Malte Schwarzkopf,Brown University,Operating systems,1.0,0.11111,2023,us
Malte Schwarzkopf,Brown University,Computer networks,1.0,0.2,2019,us
Malte Schwarzkopf,Brown University,Databases,1.0,0.25,2021,us
Malte Schwarzkopf,Brown University,Databases,1.0,0.083333,2018,us
Malte Schwarzkopf,Brown University,Databases,1.0,0.25,2020,us
Malte Schwarzkopf,Brown University,Databases,1.0,0.25,2021,us
Man-Ki Yoon,North Carolina State University,Computer architecture,1.0,0.25,2016,us
Man-Ki Yoon,North Carolina State University,Design automation,1.0,0.25,2015,us
Man-Ki Yoon,North Carolina State University,Programming languages,1.0,0.2,2022,us
Man-Ki Yoon,North Carolina State University,Programming languages,1.0,0.14286,2020,us
Man-Ki Yoon,North Carolina State University,Embedded & real-time systems,1.0,0.2,2013,us
Man-Ki Yoon,North Carolina State University,Embedded & real-time systems,1.0,0.16667,2015,us
Man-Ki Yoon,North Carolina State University,Embedded & real-time systems,1.0,0.25,2016,us
Man-Ki Yoon,North Carolina State University,Embedded & real-time systems,1.0,0.33333,2011,us
Maneesh Agrawala,Stanford University,Programming languages,1.0,0.25,2022,us
Mani B. Srivastava,Univ. of California - Los Angeles,Computer security,1.0,0.2,2015,us
Mani B. Srivastava,Univ. of California - Los Angeles,Computer security,1.0,0.16667,2021,us
Mani B. Srivastava,Univ. of California - Los Angeles,Design automation,1.0,0.33333,1994,us
Mani B. Srivastava,Univ. of California - Los Angeles,Design automation,1.0,0.5,1995,us
Mani B. Srivastava,Univ. of California - Los Angeles,Design automation,1.0,0.5,1996,us
Mani B. Srivastava,Univ. of California - Los Angeles,Design automation,1.0,0.2,1998,us
Mani B. Srivastava,Univ. of California - Los Angeles,Design automation,1.0,0.5,2000,us
Mani B. Srivastava,Univ. of California - Los Angeles,Design automation,1.0,0.33333,2003,us
Mani B. Srivastava,Univ. of California - Los Angeles,Design automation,1.0,0.25,2006,us
Mani B. Srivastava,Univ. of California - Los Angeles,Design automation,1.0,0.2,2007,us
Mani B. Srivastava,Univ. of California - Los Angeles,Embedded & real-time systems,1.0,0.2,2006,us
Mani B. Srivastava,Univ. of California - Los Angeles,High-performance computing,1.0,0.33333,1997,us
Mani B. Srivastava,Univ. of California - Los Angeles,Design automation,1.0,0.5,1997,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.33333,1997,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,2.0,0.66667,2001,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.33333,2015,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.33333,2003,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.2,2004,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.2,2005,us
Mani B. Srivastava,Univ. of California - Los Angeles,Computer networks,1.0,0.16667,2014,us
Mani B. Srivastava,Univ. of California - Los Angeles,Embedded & real-time systems,1.0,0.25,1998,us
Mani B. Srivastava,Univ. of California - Los Angeles,Embedded & real-time systems,1.0,0.33333,2001,us
Mani B. Srivastava,Univ. of California - Los Angeles,Embedded & real-time systems,1.0,0.33333,2004,us
Mani B. Srivastava,Univ. of California - Los Angeles,Embedded & real-time systems,1.0,0.25,2010,us
Mani B. Srivastava,Univ. of California - Los Angeles,Embedded & real-time systems,1.0,0.14286,2016,us
Mani B. Srivastava,Univ. of California - Los Angeles,Embedded & real-time systems,1.0,0.25,2019,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.33333,2003,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.090909,2004,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,2.0,0.34286,2005,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.2,2006,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.2,2008,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,2.0,0.45,2010,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.33333,2012,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.11111,2017,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.33333,2018,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,1.0,0.25,2019,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,2.0,0.30952,2020,us
Mani B. Srivastava,Univ. of California - Los Angeles,Mobile computing,2.0,0.30952,2022,us
Mani B. Srivastava,Univ. of California - Los Angeles,Measurement & perf. analysis,1.0,0.33333,2004,us
Mani B. Srivastava,Univ. of California - Los Angeles,Measurement & perf. analysis,1.0,0.2,2008,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.25,1992,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.2,1993,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.5,2001,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.5,2003,us
Manish Parashar,University of Utah,High-performance computing,2.0,0.75,2005,us
Manish Parashar,University of Utah,High-performance computing,2.0,0.58333,2010,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.25,2012,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.25,1992,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.25,1994,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.25,1997,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.066667,2012,us
Manish Parashar,University of Utah,High-performance computing,2.0,0.18803,2013,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.16667,2014,us
Manish Parashar,University of Utah,High-performance computing,3.0,0.38571,2015,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.16667,2018,us
Manish Parashar,University of Utah,High-performance computing,1.0,0.25,2019,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,1.0,0.2,2008,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,1.0,0.2,2013,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,2.0,0.26786,2017,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,1.0,0.16667,2021,us
Manos Antonakakis,Georgia Institute of Technology,Measurement & perf. analysis,1.0,0.25,2018,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,1.0,0.16667,2009,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,1.0,0.2,2013,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,1.0,0.14286,2021,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,1.0,0.16667,2016,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,1.0,0.2,2017,us
Manos Antonakakis,Georgia Institute of Technology,Computer security,2.0,0.45,2019,us
Manos Athanassoulis,Boston University,Databases,4.0,1.2083,2023,us
Manos Athanassoulis,Boston University,Databases,1.0,0.2,2011,us
Manos Athanassoulis,Boston University,Databases,1.0,0.33333,2016,us
Manos Athanassoulis,Boston University,Databases,2.0,0.66667,2017,us
Manos Athanassoulis,Boston University,Databases,1.0,0.25,2020,us
Manos Athanassoulis,Boston University,Databases,1.0,0.5,2022,us
Manos Athanassoulis,Boston University,Databases,1.0,0.2,2010,us
Manos Athanassoulis,Boston University,Databases,1.0,0.33333,2013,us
Manos Athanassoulis,Boston University,Databases,1.0,0.5,2014,us
Manos Athanassoulis,Boston University,Databases,1.0,0.2,2017,us
Manos Athanassoulis,Boston University,Databases,1.0,0.33333,2019,us
Manos Athanassoulis,Boston University,Databases,1.0,0.25,2021,us
Manos Athanassoulis,Boston University,Databases,1.0,0.25,2022,us
Manos Kapritsos,University of Michigan,Computer networks,1.0,0.14286,2013,us
Manos Kapritsos,University of Michigan,Computer networks,1.0,0.2,2014,us
Manos Kapritsos,University of Michigan,Operating systems,1.0,0.14286,2008,us
Manos Kapritsos,University of Michigan,Operating systems,1.0,0.16667,2012,us
Manos Kapritsos,University of Michigan,Operating systems,1.0,0.14286,2014,us
Manos Kapritsos,University of Michigan,Programming languages,1.0,0.125,2020,us
Manos Kapritsos,University of Michigan,Programming languages,1.0,0.33333,2023,us
Manos Kapritsos,University of Michigan,Operating systems,1.0,0.14286,2009,us
Manos Kapritsos,University of Michigan,Operating systems,2.0,0.29167,2015,us
Manos Kapritsos,University of Michigan,Operating systems,2.0,0.66667,2019,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.2,2003,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.25,2018,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.2,2004,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.33333,2009,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,2.0,0.58333,2015,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.33333,2019,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.25,2021,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.25,2011,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.2,2013,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.16667,2017,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.2,2020,us
Manu Sridharan,Univ. of California - Riverside,Software engineering,1.0,0.25,2015,us
Manu Sridharan,Univ. of California - Riverside,Computer security,1.0,0.090909,2022,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.25,2005,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.16667,2011,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,2.0,0.58333,2013,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.25,2014,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.33333,2015,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,2.0,0.39286,2016,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.25,2019,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.25,2020,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.16667,2002,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.5,2006,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.33333,2007,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,2.0,0.53333,2009,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.25,2012,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,2.0,0.58333,2013,us
Manu Sridharan,Univ. of California - Riverside,Programming languages,1.0,0.33333,2021,us
Manuel E. Bermudez,University of Florida,Databases,1.0,0.33333,1993,us
Manuel Egele,Boston University,Software engineering,1.0,0.2,2019,us
Manuel Egele,Boston University,Computer security,1.0,0.2,2007,us
Manuel Egele,Boston University,Computer security,1.0,0.25,2013,us
Manuel Egele,Boston University,Computer security,1.0,0.125,2015,us
Manuel Egele,Boston University,Computer security,1.0,0.11111,2022,us
Manuel Egele,Boston University,Design automation,1.0,0.16667,2021,us
Manuel Egele,Boston University,Measurement & perf. analysis,1.0,0.14286,2013,us
Manuel Egele,Boston University,Software engineering,1.0,0.2,2017,us
Manuel Egele,Boston University,Computer security,1.0,0.25,2011,us
Manuel Egele,Boston University,Computer security,1.0,0.125,2012,us
Manuel Egele,Boston University,Computer security,1.0,0.25,2013,us
Manuel Egele,Boston University,Computer security,1.0,0.14286,2015,us
Manuel Egele,Boston University,Computer security,1.0,0.25,2016,us
Manuel Egele,Boston University,Computer security,1.0,0.14286,2020,us
Manuel Egele,Boston University,Computer security,1.0,0.2,2021,us
Manuel Egele,Boston University,Computer security,1.0,0.25,2023,us
Manuel Egele,Boston University,Computer security,1.0,0.2,2020,us
Manya Ghobadi,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.2,2008,us
Manya Ghobadi,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.25,2011,us
Manya Ghobadi,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.5,2016,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.125,2017,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.16667,2020,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.1,2021,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.125,2023,us
Manya Ghobadi,Massachusetts Institute of Technology,High-performance computing,1.0,0.090909,2019,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.1,2015,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.1,2016,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.16667,2017,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.2,2018,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.14286,2019,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,2.0,0.27778,2021,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,2.0,0.325,2022,us
Manya Ghobadi,Massachusetts Institute of Technology,Computer networks,1.0,0.11111,2023,us
Manya Ghobadi,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.25,2020,us
Manya Ghobadi,Massachusetts Institute of Technology,Measurement & perf. analysis,1.0,0.16667,2021,us
Marc Feeley,University of Montreal,Programming languages,1.0,0.5,1996,canada
Marc Feeley,University of Montreal,Programming languages,1.0,0.5,2002,canada
Marc Snir,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.25,1997,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.25,1998,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.33333,2013,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.25,2017,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.33333,2021,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,Databases,1.0,0.33333,2007,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.076923,2001,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.5,2011,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,Software engineering,1.0,0.25,2011,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.16667,1982,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.5,1984,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,Computer architecture,1.0,0.125,1985,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,Programming languages,1.0,0.125,2018,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.125,2000,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.33333,2011,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.25,2012,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.125,2013,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,1.0,0.16667,2019,us
Marc Snir,Univ. of Illinois at Urbana-Champaign,High-performance computing,2.0,0.66667,2021,us
Marc-Olivier Killijian,Université du Québec à Montréal,Programming languages,1.0,0.33333,2002,canada
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.2,2006,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.25,2013,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.14286,2015,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.33333,2017,us
Marcelo d'Amorim,North Carolina State University,Software engineering,2.0,0.5,2022,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.14286,2013,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.25,2015,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.33333,2017,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.25,2018,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.2,2021,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.33333,2022,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.33333,2007,us
Marcelo d'Amorim,North Carolina State University,Software engineering,1.0,0.25,2018,us
Marcelo d'Amorim,North Carolina State University,Programming languages,1.0,0.2,2014,us
Marco Aurélio Gerosa,Northern Arizona University,Software engineering,1.0,0.16667,2020,us
Marco Aurélio Gerosa,Northern Arizona University,Software engineering,1.0,0.25,2016,us
Marco Aurélio Gerosa,Northern Arizona University,Software engineering,2.0,0.39286,2018,us
Marco Aurélio Gerosa,Northern Arizona University,Software engineering,1.0,0.125,2021,us
Marco Aurélio Gerosa,Northern Arizona University,Software engineering,1.0,0.14286,2022,us
Marco Aurélio Gerosa,Northern Arizona University,Software engineering,1.0,0.16667,2023,us
Marco Brocanelli,Wayne State University,Operating systems,1.0,0.5,2018,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Design automation,1.0,0.2,2010,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.16667,2009,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.33333,2015,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.2,2007,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.5,2008,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.16667,2009,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,2.0,0.34286,2011,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,2.0,0.36667,2013,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.14286,2016,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.16667,2017,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.25,2020,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.11111,2021,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,2.0,0.4,2023,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.5,1997,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.33333,1999,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.33333,2000,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.5,2001,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.25,2002,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.2,2003,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,2.0,0.53333,2004,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,2.0,0.45,2005,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.5,2007,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,2.0,0.5,2008,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.2,2009,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.25,2014,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.2,2019,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.2,2020,us
Marco Caccamo,Univ. of Illinois at Urbana-Champaign,Embedded & real-time systems,1.0,0.14286,2021,us
Marco Gaboardi,Boston University,Computer security,2.0,0.30952,2016,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.33333,2011,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.5,2015,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.2,2016,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.2,2017,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.33333,2019,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.16667,2021,us
Marco Gaboardi,Boston University,Computer security,1.0,0.33333,2020,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.2,2019,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.33333,2008,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.2,2013,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.16667,2015,us
Marco Gaboardi,Boston University,Programming languages,2.0,0.4,2017,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.2,2018,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.16667,2019,us
Marco Gaboardi,Boston University,Programming languages,1.0,0.25,2021,us
Marco Gaboardi,Boston University,Programming languages,2.0,0.58333,2022,us
Marco Gruteser,Rutgers University,Computer security,1.0,0.25,2007,us
Marco Gruteser,Rutgers University,Computer security,1.0,0.16667,2012,us
Marco Gruteser,Rutgers University,Computer security,1.0,0.14286,2014,us
Marco Gruteser,Rutgers University,Mobile computing,1.0,0.25,2008,us
Marco Gruteser,Rutgers University,Mobile computing,1.0,0.16667,2010,us
Marco Gruteser,Rutgers University,Mobile computing,1.0,0.11111,2011,us
Marco Gruteser,Rutgers University,Mobile computing,1.0,0.125,2012,us
Marco Gruteser,Rutgers University,Mobile computing,1.0,0.16667,2014,us
Marco Gruteser,Rutgers University,Mobile computing,1.0,0.16667,2015,us
Marco Gruteser,Rutgers University,Mobile computing,1.0,0.33333,2016,us
Marco Gruteser,Rutgers University,Mobile computing,2.0,0.26786,2018,us
